Comercio Formal,,,,
Unidad,Nombre Unidad,Zona Coplademun,Giro,Cantidad
141,"Fuentes, Las",6,CARNICERIA,1
141,"Fuentes, Las",6,CASA DE HUSEPEDES,1
141,"Fuentes, Las",6,CLINICA DE BELLEZA,1
141,"Fuentes, Las",6,CLUB SOCIAL,1
141,"Fuentes, Las",6,CONSULTORIO MEDICO,1
141,"Fuentes, Las",6,CONSULTORIO ODONTOLOGICO,3
141,"Fuentes, Las",6,CONSULTORIOS,1
141,"Fuentes, Las",6,CREMERIA,2
141,"Fuentes, Las",6,EQUIPO MEDICO,1
141,"Fuentes, Las",6,"ESCUELA PRESCOLAR, PRINMARIA Y SECUNDARIA",7
141,"Fuentes, Las",6,ESTACION DE GASOLINA,1
141,"Fuentes, Las",6,ESTACIONAMIENTO EN CENTRO COMERCIAL,1
141,"Fuentes, Las",6,ESTETICA,1
141,"Fuentes, Las",6,ESTIMULACION TEMPRANA,1
141,"Fuentes, Las",6,EXPENDIO DE POLLO,1
141,"Fuentes, Las",6,FABRICAS E INDUSTRIAS,5
141,"Fuentes, Las",6,FARMACIA,2
141,"Fuentes, Las",6,FLORERIA,1
141,"Fuentes, Las",6,FRUTAS Y VERDURAS,3
141,"Fuentes, Las",6,GIMNASIO,1
141,"Fuentes, Las",6,GIMNASIO DE TAE KWON DO,1
141,"Fuentes, Las",6,IMPRESION TECNICA EN AREAS GRAFICAS,1
141,"Fuentes, Las",6,INMOBILIARIA,3
141,"Fuentes, Las",6,INSTITUCION BANCARIA Y DE CREDITO,3
141,"Fuentes, Las",6,MAQUINA COPIADORA,1
141,"Fuentes, Las",6,MAQUINA TORTILLADORA,1
141,"Fuentes, Las",6,MAQUINA TRAGAMONEDAS,1
141,"Fuentes, Las",6,MARISCOS EN ESTADO NATURAL,1
141,"Fuentes, Las",6,MATERIAL DE CONSTRUCCION,1
141,"Fuentes, Las",6,MINISUPER ,3
141,"Fuentes, Las",6,MISCELANEA,1
141,"Fuentes, Las",6,MUEBLERIAS,1
141,"Fuentes, Las",6,OFICINAS ADMINISTRATIVAS,26
141,"Fuentes, Las",6,PAPELERIA,3
141,"Fuentes, Las",6,PATELERIA Y POSTRES,1
141,"Fuentes, Las",6,PINTURAS,1
141,"Fuentes, Las",6,PRESTACION DE SERVICIOS,1
141,"Fuentes, Las",6,REFACCIONARIA,1
141,"Fuentes, Las",6,REGALOS ,2
141,"Fuentes, Las",6,REPARACION DE CALZADO Y ACCESORIOS,1
141,"Fuentes, Las",6,RESTAURANTE BAR,8
141,"Fuentes, Las",6,ROPA,4
141,"Fuentes, Las",6,SALON PARA EVENTOS,2
141,"Fuentes, Las",6,TALLER DE CALZADO,1
141,"Fuentes, Las",6,TELEFONOS CELULARES,1
141,"Fuentes, Las",6,VINOS Y LICORES EN VINATERIAS Y GIROS SIMILARES,2
141,"Fuentes, Las",6,VIVERO,1
142,"Garabato, El",8,ABARROTES,3
142,"Garabato, El",8,CARNICERIA,1
142,"Garabato, El",8,CREMERIA,1
142,"Garabato, El",8,LAVANDERIA,1
142,"Garabato, El",8,MISCELANEA,1
142,"Garabato, El",8,VIVERO,1
143,"Giralda, la",6,AGENCIA DE VIAJES,1
143,"Giralda, la",6,ALFOMBRAS,1
143,"Giralda, la",6,ANUNCIOS SIN ESTRUCTURA OPACOS,2
143,"Giralda, la",6,CANCHAS DEPORTIVAS,3
143,"Giralda, la",6,DISCOTECAS,2
143,"Giralda, la",6,ESCUELA DE LICENCIATURA,1
143,"Giralda, la",6,ESCUELA PREPARATORIA,1
143,"Giralda, la",6,HOTEL,1
143,"Giralda, la",6,MUSICA EN VIVO,1
143,"Giralda, la",6,OFICINAS ADMINISTRATIVAS,2
143,"Giralda, la",6,RESTAURANTE,1
143,"Giralda, la",6,VENTA Y CONSUMO DE BEBIDAS DE BAJA GRADUACION CON ALIMENTOS,2
144,Girasoles,4,ABARROTES,19
144,Girasoles,4,ACCESORIOS AUTOMOTRICES,2
144,Girasoles,4,ALIMENTOS,13
144,Girasoles,4,ANUNCIOS ESTRUCTURALES,9
144,Girasoles,4,ARTICULOS DE BELLEZA,1
144,Girasoles,4,ARTICULOS Y ACCESORIOS MILITARES,1
144,Girasoles,4,AUTOBAÑO,1
144,Girasoles,4,BAZAR,1
144,Girasoles,4,BONETERIA Y MERCERIA,1
144,Girasoles,4,CAFETERIA,1
144,Girasoles,4,CARNES FRIAS,1
144,Girasoles,4,CARNICERIA,3
144,Girasoles,4,CARPINTERIA,1
144,Girasoles,4,CLINICA DE BELLEZA,1
144,Girasoles,4,CLINICA VETERINARIA,1
144,Girasoles,4,CONSULTORIO MEDICO,1
144,Girasoles,4,CONSULTORIO ODONTOLOGICO,1
144,Girasoles,4,CONSULTORIOS,1
144,Girasoles,4,CREMERIA,1
144,Girasoles,4,DULCERIA,2
144,Girasoles,4,ESCUELA PRESCOLAR,1
144,Girasoles,4,ESTACION DE GASOLINA,1
144,Girasoles,4,ESTETICA,16
144,Girasoles,4,EXPENDIO DE POLLO,2
144,Girasoles,4,EXPENDIO DE VIDRIOS Y DERIVADOS,1
144,Girasoles,4,FABRICAS E INDUSTRIAS,3
144,Girasoles,4,FARMACIAS,1
144,Girasoles,4,FLORERIA,1
144,Girasoles,4,FRUTAS Y VERDURAS,1
144,Girasoles,4,HERRERIA,2
144,Girasoles,4,INTALACION DE EQUIPO DE SONIDO,1
144,Girasoles,4,JOYERIA,1
144,Girasoles,4,JUEGOS DE VIDEOS,2
144,Girasoles,4,JUEGOS MECANICOS Y ELECTROMECANICOS,2
144,Girasoles,4,LABORATORIO DE ANALISIS CLINICOS,1
144,Girasoles,4,LLANTERA,1
144,Girasoles,4,MADERERIA,1
144,Girasoles,4,MANUFACTURA DOMICILIARIA,1
144,Girasoles,4,MATERIA DE CONTRUCCION,1
144,Girasoles,4,MINISUPER,1
144,Girasoles,4,MISCELANEA,1
144,Girasoles,4,OFICINAS ADMINISTRATIVAS,5
144,Girasoles,4,PALETERIA,3
144,Girasoles,4,PAÑALES,2
144,Girasoles,4,REFACCIONARIA,5
144,Girasoles,4,REGALOS,1
144,Girasoles,4,RENTA DE SISTEMA DE COMPUTO,1
144,Girasoles,4,ROPA Y CALZADO,7
144,Girasoles,4,TALLER DE APARATOS ELECTRONICOS Y ELECTRICOS,1
144,Girasoles,4,TALLER DE MOFLES,1
144,Girasoles,4,TALLER MECANICO,2
144,Girasoles,4,TINTORERIAS,1
144,Girasoles,4,TLAPALERIA,1
144,Girasoles,4,TORTILLADORAS,5
144,Girasoles,4,TORTILLERIA,1
144,Girasoles,4,VENTA Y CONSUMO DE BEBIDAS DE BAJA GRADUACION CON ALIMENTOS,2
144,Girasoles,4,VETERINARIA,2
144,Girasoles,4,VIDRIERA,1
144,Girasoles,4,VULCANIZADORA,1
145,Girasoles Elite,4,ARTICULOS DE LIMPIEZA,1
145,Girasoles Elite,4,CARNICERIA,1
145,Girasoles Elite,4,ESTETICA,1
145,Girasoles Elite,4,LAVANDERIA,1
145,Girasoles Elite,4,LLANTERA,1
145,Girasoles Elite,4,OFICINA ADMINISTRATIVA,1
145,Girasoles Elite,4,PANADERIA,1
145,Girasoles Elite,4,PLANCHADURIA,1
145,Girasoles Elite,4,PURIFICACION Y ENVASADO DE AGUA PARA CONSUMO HUMANO,1
145,Girasoles Elite,4,REFACCIONARIA,1
145,Girasoles Elite,4,REGALOS,1
145,Girasoles Elite,4,RENTA DE SISTEMA DE COMPUTO,1
145,Girasoles Elite,4,TALLER DE LAMINADO Y PINTURA,1
146,"Gloria, La",5A,ABARROTES,9
146,"Gloria, La",5A,AGENCIA DE AUTOS SEMINUEVOS,1
146,"Gloria, La",5A,ALIMENTOS,5
146,"Gloria, La",5A,ALMACEN,6
146,"Gloria, La",5A,ANUNCIOS SIN ESTRUCTURA LUMINOSOS ,4
146,"Gloria, La",5A,ARTICULOS DE LIMPIEZA,1
146,"Gloria, La",5A,ARTICULOS PARA FIESTAS,1
146,"Gloria, La",5A,BODEGA,12
146,"Gloria, La",5A,CARPINTERIA,1
146,"Gloria, La",5A,"DISEÑO DE ANUNCIOS, ROTULOS, LONAS Y TOLDOS LUMINOSOS",1
146,"Gloria, La",5A,ESTETICA,1
146,"Gloria, La",5A,FABRICAS E INDUSTRIAS,1
146,"Gloria, La",5A,FERRETERIA,2
146,"Gloria, La",5A,HERRERIA,1
146,"Gloria, La",5A,LAVANDERIA,1
146,"Gloria, La",5A,LLANTERA,1
146,"Gloria, La",5A,MANUFACTURA MENOR ,2
146,"Gloria, La",5A,MATERIALES DE CONSTRUCCION,1
146,"Gloria, La",5A,MINISUPER,1
146,"Gloria, La",5A,OFICINAS ADMINISTRATIVAS,1
146,"Gloria, La",5A,PRESTACION DE SERVICIOS,1
146,"Gloria, La",5A,REFACCIONARIA,1
146,"Gloria, La",5A,REGALOS,1
146,"Gloria, La",5A,RENTA DE SISTEMA DE COMPUTO,2
146,"Gloria, La",5A,SALON DE EVENTOS,1
146,"Gloria, La",5A,TALLER DE APARATOS ELECTRONICOS Y ELECTRICOS,1
146,"Gloria, La",5A,TALLER DE COSTURA,1
146,"Gloria, La",5A,TALLER DE MOTOS,1
146,"Gloria, La",5A,TALLER MECANICO,3
146,"Gloria, La",5A,TORTILLERIA,1
147,González Ortega,1B,ABARROTES EN GENERAL,1
147,González Ortega,1B,ACCESORIOS USADOS PARA AUTOS,1
147,González Ortega,1B,CHATARRA Y RECICLADOS,1
147,González Ortega,1B,LLANTERA,1
147,González Ortega,1B,PINTURAS,1
147,González Ortega,1B,REFACCIONARIA,1
147,González Ortega,1B,SALON E EVENTOS,1
147,González Ortega,1B,TALLER,1
148,"Grana, La",3,ABARROTES EN GENERAL,1
148,"Grana, La",3,ALIMENTOS Y BEBIDAS,1
148,"Grana, La",3,ALIMENTOS Y BEBIDAS CON CERVEZA Y VINOS GENEROSOS,1
148,"Grana, La",3,BODEGA,1
148,"Grana, La",3,CANCHAS DEPORTIVAS CON RESTAURANT,1
148,"Grana, La",3,CARNICERIA,2
148,"Grana, La",3,MINISUPER CON VINOS Y LICORES,1
148,"Grana, La",3,TERRAZA CAMPESTRE,1
149,Guadalajarita (ó Club Atlas),1A,ABARROTES EN GENERAL,4
149,Guadalajarita (ó Club Atlas),1A,ABARROTES EN GENERAL CON CERVEZA Y VINOS GENEROSOS,1
149,Guadalajarita (ó Club Atlas),1A,AGENCIA DE VIAJES,1
149,Guadalajarita (ó Club Atlas),1A,ALIMENTOS Y BEBIDAS,1
149,Guadalajarita (ó Club Atlas),1A,CARNICERIA,1
149,Guadalajarita (ó Club Atlas),1A,MATERIALES DE CONSTRUCCION,1
149,Guadalajarita (ó Club Atlas),1A,PRESTACIÓN DE SERVICIOS,1
150,Guadalupe Jardín,5A,ALIMENTOS,1
150,Guadalupe Jardín,5A,ANUNCIO DE BAÑO PUBLICO,2
150,Guadalupe Jardín,5A,ANUNCIO ESPECIAL,1
150,Guadalupe Jardín,5A,COMPRA VENTA DE SISTEMA DE COMPUTO Y CONSUMIBLES,1
150,Guadalupe Jardín,5A,OFICINA ADMINISTRATIVA,2
151,"Guayabos, Comunidad Ecológica, Los",2A,ALMACEN,1
152,Gusa,1B,"ABARROTES
",20
152,Gusa,1B,"ALIMENTOS
",9
152,Gusa,1B,"ANUNCIO SIN ESTRUCTURA LUMINOSO
",1
152,Gusa,1B,"ANUNCIO SIN ESTRUCTURA OPACO
",2
152,Gusa,1B,"AUTO BAÑOS
",1
152,Gusa,1B,"BODEGA
",2
152,Gusa,1B,"C.V DE PARTES AUTOMOTRICES.
",1
152,Gusa,1B,"C.V. DE ARTICULOS DE PAPAELRIA Y DIVERSOS
",1
152,Gusa,1B,"C.V. DE MAQUILA Y ELABORACION DE ARTS. DE BELLEZA
",1
152,Gusa,1B,"C.V. DE REFACCIONES USADAS Y NUEVAS PARA AUTOMOVIL
",1
152,Gusa,1B,"C.V. DE ROPA
",1
152,Gusa,1B,"CARPINTERIA
",3
152,Gusa,1B,"CEREALES Y SEMILLAS
",1
152,Gusa,1B,"CONSULTORIOS
",2
152,Gusa,1B,"DULCERIA
",1
152,Gusa,1B,"ESTETICA
",9
152,Gusa,1B,"EXPENDIO DE POLLO
",1
152,Gusa,1B,"FARMACIA
",1
152,Gusa,1B,"FRUTAS Y VERDURAS
",2
152,Gusa,1B,"HERRERIA
",3
152,Gusa,1B,"IMPRENTA
",1
152,Gusa,1B,"JUEGO DE VIDEO
",3
152,Gusa,1B,"LLANTERA
",1
152,Gusa,1B,"MAQUINAS TORTILLADORAS
",3
152,Gusa,1B,"MISCELANEA
",1
152,Gusa,1B,"NEVERIA
",1
152,Gusa,1B,"OFICINA ADMINISTRATIVA
",2
152,Gusa,1B,"PALETERIA
",1
152,Gusa,1B,"PANADERIA
",1
152,Gusa,1B,"PAÑALES
",1
152,Gusa,1B,"PAPELERIA
",2
152,Gusa,1B,"PETROLEO
",1
152,Gusa,1B,"PURIFICACION Y ENVASADO DE AGUA PARA CONSUMO HUMANO
",1
152,Gusa,1B,"RENTA DE SISTEMA DE COMPUTO
",2
152,Gusa,1B,"TALLER AUTOELECTRICO
",3
152,Gusa,1B,"TALLER DE APARATOS ELECTRONICOS Y ELECTRICOS
",1
152,Gusa,1B,"TALLER DE LAMINADO Y PINTURA
",1
152,Gusa,1B,"TALLER DE MOFLES
",1
152,Gusa,1B,"TALLER DE MOTOS
",1
152,Gusa,1B,"TALLER DE TORNO
",2
152,Gusa,1B,"TALLER MECANICO
",5
152,Gusa,1B,"TLAPALERIA
",1
152,Gusa,1B,"VENTA DE REFACCIONES USADAS
",1
152,Gusa,1B,"VIDRIERA
",1
152,Gusa,1B,"VINOS Y LICORES EN VINATERIAS Y GIROS SIMILARES
",2
154,Hacienda de Tepeyac I,6,"ABARROTES
",10
154,Hacienda de Tepeyac I,6,"ALIMENTOS
",7
154,Hacienda de Tepeyac I,6,"ANUNCIO SEMIESTRUCTURAL LUMINOSO
",1
154,Hacienda de Tepeyac I,6,"ART. DE LIMPIEZA
",1
154,Hacienda de Tepeyac I,6,"ARTiICULOS PROMOCIONALES
",1
154,Hacienda de Tepeyac I,6,"AUTO BAÑOS
",2
154,Hacienda de Tepeyac I,6,"CARNICERIA
",2
154,Hacienda de Tepeyac I,6,"CLINICA DE BELLEZA
",1
154,Hacienda de Tepeyac I,6,"CONSULTORIO MEDICO
",1
154,Hacienda de Tepeyac I,6,"CONSULTORIO ODONTOLOGICO
",2
154,Hacienda de Tepeyac I,6,"ESCUELA PREESCOLAR
",2
154,Hacienda de Tepeyac I,6,"ESCUELA PRIMARIA
",1
154,Hacienda de Tepeyac I,6,"ESCUELA SECUNDARIA
",1
154,Hacienda de Tepeyac I,6,"ESTACION DE GASOLINA
",1
154,Hacienda de Tepeyac I,6,"ESTETICA
",4
154,Hacienda de Tepeyac I,6,"FARMACIA
",3
154,Hacienda de Tepeyac I,6,"GIMNASIO
",1
154,Hacienda de Tepeyac I,6,"JARDIN DE NIÑOS
",1
154,Hacienda de Tepeyac I,6,"JUEGOS DE VIDEO
",2
154,Hacienda de Tepeyac I,6,"JUGUETERIA
",1
154,Hacienda de Tepeyac I,6,"LAVANDERIA
",1
154,Hacienda de Tepeyac I,6,"MAQUINA TORTILLADORA
",2
154,Hacienda de Tepeyac I,6,"MATERIALES DE CONSTRUCCION
",1
154,Hacienda de Tepeyac I,6,"MINI-SUPER
",1
154,Hacienda de Tepeyac I,6,"MISCELANEA
",3
154,Hacienda de Tepeyac I,6,"OFICINA ADMINISTRATIVA
",13
154,Hacienda de Tepeyac I,6,"PALETERIA
",1
154,Hacienda de Tepeyac I,6,"PANADERA
",1
154,Hacienda de Tepeyac I,6,"PAPELERIA Y REGALOS
",1
154,Hacienda de Tepeyac I,6,"PAPELERIA
",4
154,Hacienda de Tepeyac I,6,"PLANCHADURÍA
",1
154,Hacienda de Tepeyac I,6,"PURIFICACIÓN Y ENVASADO DE AGUA PARA CONSUMO HUMANO
",1
154,Hacienda de Tepeyac I,6,"REGALOS
",1
154,Hacienda de Tepeyac I,6,"RENTA DE SISTEMA DE COMPUTO
",2
154,Hacienda de Tepeyac I,6,"RESTAURANTE BAR
",2
154,Hacienda de Tepeyac I,6,"ROPA
",1
154,Hacienda de Tepeyac I,6,"ROSTICERIA
",1
154,Hacienda de Tepeyac I,6,"SALON DE FIESTAS INFANTILES
",1
154,Hacienda de Tepeyac I,6,"TALLER DE APARATOS ELECTRONICOS Y ELECTRICOS
",1
154,Hacienda de Tepeyac I,6,"TALLER MECANICO
",1
154,Hacienda de Tepeyac I,6,"TLAPALERIA
",1
154,Hacienda de Tepeyac I,6,"VENTA DE BEBIDAS DE BAJA GRADUACION DEPOSITO
",1
154,Hacienda de Tepeyac I,6,"VINOS Y LICORES EN VINATERIAS Y GIROS SIMILARES
",1
154,Hacienda de Tepeyac I,6,"VIVERO
",1
156,Hacienda la Mora,4,"ABARROTES
",13
156,Hacienda la Mora,4,"ACADEMIA DE ACTIVIDADES TECNICAS Y DE CAPACITACION
",1
156,Hacienda la Mora,4,"ALIMENTOS
",1
156,Hacienda la Mora,4,"ANUNCIO SIN ESTRUCTURA LUMINOSO
",1
156,Hacienda la Mora,4,"ESCUELA PREESCOLAR
",1
156,Hacienda la Mora,4,"ESTETICA
",2
156,Hacienda la Mora,4,"ESTUDIO FOTOGRAFICO
",1
156,Hacienda la Mora,4,"FARMACIA
",1
156,Hacienda la Mora,4,"JUEGOS DE VIDEO
",1
156,Hacienda la Mora,4,"MAQUINA TORTILLADORA
",3
156,Hacienda la Mora,4,"MISCELANEA
",1
156,Hacienda la Mora,4,"MUEBLERIA
",1
156,Hacienda la Mora,4,"OFICINAS ADMINISTRATIVAS
",1
156,Hacienda la Mora,4,"PALETERIA
",1
156,Hacienda la Mora,4,"PANADERIA
",2
156,Hacienda la Mora,4,"PASTELERIA Y POSTRES
",1
156,Hacienda la Mora,4,"PRESTAMOS PRENDARIOS
",1
156,Hacienda la Mora,4,"PRODUCTOS NATURISTAS
",1
156,Hacienda la Mora,4,"REGALOS
",2
156,Hacienda la Mora,4,"RENTA DE MOBILIARIO Y ARTICULOS PARA FIESTA
",1
156,Hacienda la Mora,4,"SALON DE FIESTAS INFANTILES
",1
156,Hacienda la Mora,4,"TALLER MECANICO
",1
156,Hacienda la Mora,4,"TIENDAS DE ROPA
",1
156,Hacienda la Mora,4,"TLAPALERIA
",2
156,Hacienda la Mora,4,"VENTA DE LOZA DE BARRO
",1
156,Hacienda la Mora,4,"VENTA. DE MARISCOS PREPARADOS
",1
156,Hacienda la Mora,4,"VETA  DE POLLO, FRUTAS, VERDURAS, CEREALES, JUGOS Y CHOCOMILK
",1
156,Hacienda la Mora,4,"VINOS Y LICORES EN VINATERIAS Y GIROS SIMILARES
",1
157,Hacienda del Valle,3,"ABARROTES
",27
157,Hacienda del Valle,3,"ALIMENTOS
",2
157,Hacienda del Valle,3,"ANUNCIO SIN ESTRUCTURA LUMINOSO
",1
157,Hacienda del Valle,3,"CARNICERIA
",2
157,Hacienda del Valle,3,"CREMERIA
",1
157,Hacienda del Valle,3,"DULCERIA
",1
157,Hacienda del Valle,3,"ESTETICA
",3
157,Hacienda del Valle,3,"FARMACIA
",1
157,Hacienda del Valle,3,"GUARDERIAS
",1
157,Hacienda del Valle,3,"JUEGOS DE VIDEO(3)
",1
157,Hacienda del Valle,3,"MINI-SUPER
",1
157,Hacienda del Valle,3,"MISCELANEA
",3
157,Hacienda del Valle,3,"OFICINA ADMINISTRATIVA
",2
157,Hacienda del Valle,3,"PAPELERIA
",2
157,Hacienda del Valle,3,"PRODUCTOS NATURISTAS
",1
157,Hacienda del Valle,3,"RENTA DE SISTEMA DE COMPUTO
",1
157,Hacienda del Valle,3,"TALLER MECANICO
",1
157,Hacienda del Valle,3,"TINTORERIA
",1
157,Hacienda del Valle,3,"TINTORERIA
",1
157,Hacienda del Valle,3,"TORTILLERIA
",1
159,"Haciendita, La",8,"ABARROTES
",7
159,"Haciendita, La",8,"ALIMENTOS
",2
159,"Haciendita, La",8,"ALMACEN
",1
159,"Haciendita, La",8,"ANUNCIO SIN ESTRUCTURA OPACO
",1
159,"Haciendita, La",8,"CARNICERIA
",1
159,"Haciendita, La",8,"ESTUDIO FOTOGRAFICO
",1
159,"Haciendita, La",8,"FABRICA E INDUSTRIAS
",2
159,"Haciendita, La",8,"FABRICAS E INDUSTRIAS
",1
159,"Haciendita, La",8,"IMPRENTA
",1
159,"Haciendita, La",8,"LLANTERA
",1
159,"Haciendita, La",8,"MAQUINAS TORTILLADORAS
",1
159,"Haciendita, La",8,"MATERIALES DE CONSTRUCCION
",1
159,"Haciendita, La",8,"MISCELANEA
",3
159,"Haciendita, La",8,"OFICINA ADMINISTRATIVA
",2
159,"Haciendita, La",8,"PRESTACION DE SERVICIOS
",1
159,"Haciendita, La",8,"RENTA DE SISTEMA DE COMPUTO
",1
159,"Haciendita, La",8,"ROPA
",1
159,"Haciendita, La",8,"SALON DE FIESTAS INFANTILES
",2
159,"Haciendita, La",8,"TALLER (ALINEACION,BALANCEO,SUSPENSION)
",1
159,"Haciendita, La",8,TALLER DE BICICLETAS,1
160,Heroes Nacionales,4,ABARROTES ,14
160,Heroes Nacionales,4,"ALIMENTOS
",1
160,Heroes Nacionales,4,"CARNICERIA
",1
160,Heroes Nacionales,4,CARPINTERIA,2
160,Heroes Nacionales,4,"CEREALES Y SEMILLAS
",1
160,Heroes Nacionales,4,"DULCERIA
",1
160,Heroes Nacionales,4,"ESTETICA
",2
160,Heroes Nacionales,4,"GUARDERIAS
",1
160,Heroes Nacionales,4,"MAQUINAS TORTILLADORAS
",1
160,Heroes Nacionales,4,"MISCELANEA
",2
160,Heroes Nacionales,4,"PLASTICOS
",1
160,Heroes Nacionales,4,"ROSTICERIA
",1
161,"Higuera, La",2B,"ABARROTES
",16
161,"Higuera, La",2B,"CANCHAS DEPORTIVAS
",1
161,"Higuera, La",2B,"CARNICERIA
",1
161,"Higuera, La",2B,"CARPINTERIA
",1
161,"Higuera, La",2B,"DULCERIA
",1
161,"Higuera, La",2B,"ESCUELA PREESCOLAR
",1
161,"Higuera, La",2B,"FARMACIA
",1
161,"Higuera, La",2B,"MANUFACTURA MENOR
",1
161,"Higuera, La",2B,"MISCELANEA
",1
161,"Higuera, La",2B,"PURIFICACIÓN Y ENVASADO DE AGUA PARA CONSUMO HUMANO
",1
162,Hogares de Atemajac,2A,ABARROTES,1
162,Hogares de Atemajac,2A,"SALON DE EVENTTOS
",1
163,Hogares,2B,CARPINTERIA,1
163,Hogares,2B,TORTILLERIA,1
164,Hogares de Nuevo México,3,"ABARROTES
",36
164,Hogares de Nuevo México,3,"ALIMENTOS PARA USO ANIMAL
",1
164,Hogares de Nuevo México,3,"ALIMENTOS
",10
164,Hogares de Nuevo México,3,"ALMACEN
",2
164,Hogares de Nuevo México,3,"ANUNCIO SIN ESTRUCTURA LUMINOSO
",2
164,Hogares de Nuevo México,3,"ANUNCIO SIN ESTRUCTURA OPACO
",1
164,Hogares de Nuevo México,3,"APARATOS Y ACCESORIOS MUSICALES
",1
164,Hogares de Nuevo México,3,"ART. DE LIMPIEZA
",1
164,Hogares de Nuevo México,3,"ARTESANIAS
",2
164,Hogares de Nuevo México,3,"ARTICULOS PARA EL HOGAR
",1
164,Hogares de Nuevo México,3,"BODEGA
",4
164,Hogares de Nuevo México,3,"CARNICERIA
",5
164,Hogares de Nuevo México,3,"CARPINTERIA
",6
164,Hogares de Nuevo México,3,"CENTRO DE ACOPIO
",1
164,Hogares de Nuevo México,3,"CHATARRA Y RECICLADOS
",1
164,Hogares de Nuevo México,3,"CONSULTORIO ODONTOLOGICO
",2
164,Hogares de Nuevo México,3,"CREMERIA
",3
164,Hogares de Nuevo México,3,"DULCERIA
",3
164,Hogares de Nuevo México,3,"ELABORACION DE PRODUCTOS HELADOS
",1
164,Hogares de Nuevo México,3,"ESTETICA
",5
164,Hogares de Nuevo México,3,"EXP. DE POLLO
",2
164,Hogares de Nuevo México,3,"FABRICAS E INDUSTRIAS
",3
164,Hogares de Nuevo México,3,"FARMACIA
",2
164,Hogares de Nuevo México,3,"FERRETERIA
",3
164,Hogares de Nuevo México,3,"FRUTAS Y VERDURAS
",1
164,Hogares de Nuevo México,3,"GIMNASIO
",1
164,Hogares de Nuevo México,3,"GUARDERIAS
",1
164,Hogares de Nuevo México,3,"HERRERIA
",4
164,Hogares de Nuevo México,3,"INST. DE EQUIPO DE SONIDO
",1
164,Hogares de Nuevo México,3,"JUEGOS DE VIDEO
",2
164,Hogares de Nuevo México,3,"LAVANDERIA
",1
164,Hogares de Nuevo México,3,"MANUFACTURA MENOR
",3
164,Hogares de Nuevo México,3,"MAQUINAS TORTILLADORAS
",4
164,Hogares de Nuevo México,3,"MATERIALES DE CONSTRUCCION
",4
164,Hogares de Nuevo México,3,"MINI-SUPER
",3
164,Hogares de Nuevo México,3,"MISCELANEA
",6
164,Hogares de Nuevo México,3,"MUEBLERIA
",1
164,Hogares de Nuevo México,3,"OFICINA ADMINISTRATIVA
",6
164,Hogares de Nuevo México,3,"PANADERIA
",4
164,Hogares de Nuevo México,3,"PAPELERIA
",5
164,Hogares de Nuevo México,3,"PINTURAS
",2
164,Hogares de Nuevo México,3,"PLANCHADURÍA
",1
164,Hogares de Nuevo México,3,"PURIFICACIÓN Y ENVASADO DE AGUA PARA CONSUMO HUMANO
",2
164,Hogares de Nuevo México,3,"REFACCIONARIA
",2
164,Hogares de Nuevo México,3,"REGALOS
",1
164,Hogares de Nuevo México,3,"RENTA DE MOBILIARIO Y ARTICULOS PARA FIESTA
",1
164,Hogares de Nuevo México,3,"RENTA DE SISTEMA DE COMPUTO
",3
164,Hogares de Nuevo México,3,"ROPA
",4
164,Hogares de Nuevo México,3,"ROSTICERIA
 ",1
164,Hogares de Nuevo México,3,"SALON DE EVENTOS
",5
164,Hogares de Nuevo México,3,"TALLER DE APARATOS ELECTRONICOS Y ELECTRICOS
",2
164,Hogares de Nuevo México,3,"TALLER MECANICO
",3
164,Hogares de Nuevo México,3,"TELEFONOS CELULARES
",1
164,Hogares de Nuevo México,3,"TERRAZA TIPO A
",3
164,Hogares de Nuevo México,3,"TLAPALERIA
",1
164,Hogares de Nuevo México,3,"TOSTADERIA
",1
164,Hogares de Nuevo México,3,"TRANSFORMACION DE ALIMENTOS
",1
164,Hogares de Nuevo México,3,"VENTA DE HIELO
",1
164,Hogares de Nuevo México,3,"VETERINARIA
",1
164,Hogares de Nuevo México,3,"VIDRIERA
",2
164,Hogares de Nuevo México,3,"VINOS Y LICORES EN VINATERIAS Y GIROS SIMILARES
",2
164,Hogares de Nuevo México,3,"ZAPATERIA
",2
165,Hogares del Batán,1B,"ABARROTES
",8
165,Hogares del Batán,1B,"ALIMENTOS
",1
165,Hogares del Batán,1B,"ANUNCIO SEMIESTRUCTURAL OPACO
",1
165,Hogares del Batán,1B,"ANUNCIO SIN ESTRUCTURA LUMINOSO
",1
165,Hogares del Batán,1B,"APARATOS Y ACCESORIOS MUSICALES
",1
165,Hogares del Batán,1B,"ARTESANIAS
",1
165,Hogares del Batán,1B,"ARTICULOS DE BELLEZA
",1
165,Hogares del Batán,1B,"BODEGA
",1
165,Hogares del Batán,1B,"CARNICERIA Y FRITURAS
",2
165,Hogares del Batán,1B,"CARNICERIA
",1
165,Hogares del Batán,1B,"CHATARRA Y RECICLADOS
",1
165,Hogares del Batán,1B,"ESTETICA
",2
165,Hogares del Batán,1B,"HERRERIA
",1
165,Hogares del Batán,1B,"HUESARIO(PARTES AUTOMOTRICES)
",1
165,Hogares del Batán,1B,"JUEGOS DE  VIDEO
",1
165,Hogares del Batán,1B,"LAVANDERIA CON TEÑIDO DE ROPA
",1
